,address,latitude,longitude,nbed,nbath,ncar,price,type,historical_dates,postcode,year,month,suburb,weekly_rent
3238,"102 DUNCANS ROAD, WERRIBEE",-37.905375,144.669728,3.0,1.0,2,$200,House,February 2008,3030,2008,2,WERRIBEE,200
3291,"1/5 MISSOURI PLACE, WERRIBEE",-37.878218,144.660826,3.0,1.0,1,$210,none,January 2008,3030,2008,1,WERRIBEE,210
3378,"2/56 RUSSELL STREET, WERRIBEE",-37.910848,144.660469,2.0,1.0,1,$180_Weekly,House,February 2008,3030,2008,2,WERRIBEE,180
3379,"2/56 RUSSELL STREET, WERRIBEE",-37.910848,144.660469,2.0,1.0,1,$180_Weekly,House,January 2008,3030,2008,1,WERRIBEE,180
3380,"2/56 RUSSELL STREET, WERRIBEE",-37.910848,144.660469,2.0,1.0,1,$180,House,January 2008,3030,2008,1,WERRIBEE,180
3530,"14/15A HOOKER ROAD, WERRIBEE",-37.895429,144.639089,2.0,1.0,1,$195_pw,none,August 2008,3030,2008,8,WERRIBEE,195
3594,"4/15A HOOKER ROAD, WERRIBEE",-37.895966,144.639067,3.0,1.0,2,$205_pw,none,August 2008,3030,2008,8,WERRIBEE,205
3774,"7 TRENT CLOSE, WERRIBEE",-37.879063,144.662963,3.0,1.0,2,$220_pw,House,January 2008,3030,2008,1,WERRIBEE,220
3775,"7 TRENT CLOSE, WERRIBEE",-37.879063,144.662963,3.0,1.0,2,$220,House,January 2008,3030,2008,1,WERRIBEE,220
3921,"6/3 DOOLAN STREET, WERRIBEE",-37.911982,144.654899,2.0,1.0,1,$190_pw,Unit/apmt,November 2008,3030,2008,11,WERRIBEE,190
3922,"6/3 DOOLAN STREET, WERRIBEE",-37.911982,144.654899,2.0,1.0,1,$180_pw,Unit/apmt,April 2008,3030,2008,4,WERRIBEE,180
3923,"6/3 DOOLAN STREET, WERRIBEE",-37.911982,144.654899,2.0,1.0,1,$180,Unit/apmt,April 2008,3030,2008,4,WERRIBEE,180
3959,"100 ROSELLA AVENUE, WERRIBEE",-37.881343,144.671078,3.0,1.0,1,$245_pw,House,November 2008,3030,2008,11,WERRIBEE,245
3960,"100 ROSELLA AVENUE, WERRIBEE",-37.881343,144.671078,3.0,1.0,1,$245_pw,House,October 2008,3030,2008,10,WERRIBEE,245
4001,"13 HODGE STREET, WERRIBEE",-37.909936,144.654855,3.0,1.0,1,$235,House,April 2008,3030,2008,4,WERRIBEE,235
4233,"1/12 MARKET ROAD, WERRIBEE",-37.89767,144.66018,1.0,1.0,1,$125_pw,Unit/apmt,February 2008,3030,2008,2,WERRIBEE,125
4263,"7 COTTRELL STREET, WERRIBEE",-37.898011,144.659632,3.0,1.0,0,$250_per_week,House,November 2008,3030,2008,11,WERRIBEE,250
4264,"7 COTTRELL STREET, WERRIBEE",-37.898011,144.659632,3.0,1.0,0,$250_per_week,House,October 2008,3030,2008,10,WERRIBEE,250
4462,"86 TAMARIND CRESCENT, WERRIBEE",-37.885568,144.66469,3.0,1.0,2,$240,House,June 2008,3030,2008,6,WERRIBEE,240
4463,"86 TAMARIND CRESCENT, WERRIBEE",-37.885568,144.66469,3.0,1.0,2,$240_pw,House,May 2008,3030,2008,5,WERRIBEE,240
4464,"86 TAMARIND CRESCENT, WERRIBEE",-37.885568,144.66469,3.0,1.0,2,$240,House,May 2008,3030,2008,5,WERRIBEE,240
4530,"29 ROSELLA AVENUE, WERRIBEE",-37.889096,144.671287,3.0,1.0,1,$200,House,May 2008,3030,2008,5,WERRIBEE,200
4531,"29 ROSELLA AVENUE, WERRIBEE",-37.889096,144.671287,3.0,1.0,1,$200_pw,House,April 2008,3030,2008,4,WERRIBEE,200
4532,"29 ROSELLA AVENUE, WERRIBEE",-37.889096,144.671287,3.0,1.0,1,$200,House,April 2008,3030,2008,4,WERRIBEE,200
4942,"2763 WARBURTON HIGHWAY, WESBURN",-37.776076,145.642082,3.0,1.0,2,$285_pw,House,August 2008,3799,2008,8,WESBURN,285
4955,"2880 WARBURTON HIGHWAY, WESBURN",-37.766722,145.645307,2.0,1.0,2,$230_per_week,House,May 2008,3799,2008,5,WESBURN,230
4956,"2880 WARBURTON HIGHWAY, WESBURN",-37.766722,145.645307,2.0,1.0,2,$230_pw,House,May 2008,3799,2008,5,WESBURN,230
4965,"15 COLEMAN STREET, WESBURN",-37.782652,145.640303,4.0,2.0,2,$335_pw,House,August 2008,3799,2008,8,WESBURN,335
4966,"2862 WARBURTON HIGHWAY, WESBURN",-37.764298,145.645217,5.0,2.0,0,$320_pw,none,May 2008,3799,2008,5,WESBURN,320
5044,"2/ 112 MARONG ROAD, WEST BENDIGO",-36.758783,144.2526,2.0,1.0,0,$120_per_week,Unit,June 2008,3550,2008,6,BENDIGO,120
5047,"1/112 MARONG ROAD, WEST BENDIGO",-36.758783,144.2526,4.0,1.0,1,$160_per_week,Unit/apmt,January 2008,3550,2008,1,BENDIGO,160
5454,"16/132 RUPERT STREET, WEST FOOTSCRAY",-37.798018,144.867203,1.0,1.0,1,$160,Rental_residential,February 2008,3012,2008,2,FOOTSCRAY,160
5506,"7 BROAD STREET, WEST FOOTSCRAY",-37.79586,144.874408,3.0,1.0,3,$410_per_week,House,August 2008,3012,2008,8,FOOTSCRAY,410
5507,"7 BROAD STREET, WEST FOOTSCRAY",-37.79586,144.874408,3.0,1.0,3,$410_per_week,House,July 2008,3012,2008,7,FOOTSCRAY,410
5508,"7 BROAD STREET, WEST FOOTSCRAY",-37.79586,144.874408,3.0,1.0,3,$410,House,July 2008,3012,2008,7,FOOTSCRAY,410
5600,"52 HEX STREET, WEST FOOTSCRAY",-37.802056,144.862759,3.0,2.0,2,$370_pw,House,May 2008,3012,2008,5,FOOTSCRAY,370
5601,"52 HEX STREET, WEST FOOTSCRAY",-37.802056,144.862759,3.0,2.0,2,$370,House,May 2008,3012,2008,5,FOOTSCRAY,370
5664,"480A GEELONG ROAD, WEST FOOTSCRAY",-37.812795,144.862086,5.0,3.0,2,$400_pw,House,March 2008,3012,2008,3,FOOTSCRAY,400
5665,"480A GEELONG ROAD, WEST FOOTSCRAY",-37.812795,144.862086,5.0,3.0,2,$400,House,March 2008,3012,2008,3,FOOTSCRAY,400
5804,"3/549 BARKLY STREET, WEST FOOTSCRAY",-37.797577,144.877498,1.0,1.0,1,$200,Rental_residential,November 2008,3012,2008,11,FOOTSCRAY,200
5805,"3/549 BARKLY STREET, WEST FOOTSCRAY",-37.797577,144.877498,1.0,1.0,1,$200_pw,Rental_residential,October 2008,3012,2008,10,FOOTSCRAY,200
5963,"503 SPENCER STREET, WEST MELBOURNE",-37.808848,144.948718,3.0,1.0,1,$480_pw,House,December 2008,3003,2008,12,MELBOURNE,480
5964,"503 SPENCER STREET, WEST MELBOURNE",-37.808848,144.948718,3.0,1.0,1,$480_pw,House,November 2008,3003,2008,11,MELBOURNE,480
5965,"503 SPENCER STREET, WEST MELBOURNE",-37.808848,144.948718,3.0,1.0,1,$460_pw,House,May 2008,3003,2008,5,MELBOURNE,460
6178,"95 STANLEY STREET, WEST MELBOURNE",-37.808906,144.948421,3.0,2.0,1,$520_pw,House,November 2008,3003,2008,11,MELBOURNE,520
6376,"408/118 DUDLEY STREET, WEST MELBOURNE",-37.809361,144.951415,2.0,1.0,1,$330_p.w,Unit,June 2008,3003,2008,6,MELBOURNE,330
6513,"21/43-51 JEFFCOTT STREET, WEST MELBOURNE",-37.811968,144.952025,3.0,2.0,1,$650_p.w,Unit/apmt,March 2008,3003,2008,3,MELBOURNE,650
6514,"21/43-51 JEFFCOTT STREET, WEST MELBOURNE",-37.811968,144.952025,3.0,2.0,1,$650,Unit/apmt,March 2008,3003,2008,3,MELBOURNE,650
6966,"4244 OLD SALE ROAD, WESTBURY",-38.142055,146.229451,4.0,2.0,6,$300_Weekly,House,September 2008,3824,2008,9,WESTBURY,300
6970,"2/62 CUNNINGHAM STREET, WESTGARTH",-37.7809408,144.9990482,1.0,1.0,0,$270,Unit/apmt,July 2008,3070,2008,7,WESTGARTH,270
6971,"5/62 CUNNINGHAM STREET, WESTGARTH",-37.7809408,144.9990482,1.0,1.0,0,$260,Unit/apmt,April 2008,3070,2008,4,WESTGARTH,260
7365,"2/220 WRIGHT STREET, WESTMEADOWS",-37.679594,144.872176,2.0,1.0,1,$230,House,February 2008,3049,2008,2,WESTMEADOWS,230
7431,"66 MURRAY DVE, WHARPARILLA",-36.066369,144.631918,4.0,2.0,2,$280_per_week,none,December 2008,3564,2008,12,WHARPARILLA,280
7432,"66 MURRAY DVE, WHARPARILLA",-36.066369,144.631918,4.0,2.0,2,$290_per_week,none,December 2008,3564,2008,12,WHARPARILLA,290
7487,"30 WALLABY ROAD, WHEATSHEAF",-37.341416,144.229993,1.0,1.0,0,$135_pw,none,October 2008,3461,2008,10,WHEATSHEAF,135
7488,"55 WALLABY ROAD, WHEATSHEAF",-37.343027,144.22773,3.0,1.0,0,$180_pw,none,April 2008,3461,2008,4,WHEATSHEAF,180
7489,"55 WALLABY ROAD, WHEATSHEAF",-37.343027,144.22773,3.0,1.0,0,$180,none,March 2008,3461,2008,3,WHEATSHEAF,180
7612,"4 OAKBANK COURT, WHEELERS HILL",-37.910401,145.201588,3.0,1.0,3,$310_per_week,House,August 2008,3150,2008,8,HILL,310
7645,"81 BRANDON PARK DRIVE, WHEELERS HILL",-37.911006,145.164912,4.0,2.0,2,$370_pw,Rental_residential,June 2008,3150,2008,6,HILL,370
7896,"10 LEATHERWOOD CRESCENT, WHEELERS HILL",-37.907299,145.175139,4.0,2.0,2,$380_pw,House,February 2008,3150,2008,2,HILL,380
7940,"1 COLONIAL CLOSE, WHEELERS HILL",-37.904559,145.190823,3.0,2.0,2,$440,House,February 2008,3150,2008,2,HILL,440
7941,"1 COLONIAL CLOSE, WHEELERS HILL",-37.904559,145.190823,3.0,2.0,2,$440_pw,House,January 2008,3150,2008,1,HILL,440
8149,"6 AZALEA COURT, WHEELERS HILL",-37.906594,145.172074,3.0,2.0,2,$380_pw,House,March 2008,3150,2008,3,HILL,380
8164,"2 PENOLA PL, WHEELERS HILL",-37.915651,145.177333,3.0,1.0,2,$320,Rental_residential,April 2008,3150,2008,4,HILL,320
8318,"12 COOTAMUNDRA DRIVE, WHEELERS HILL",-37.906253,145.171025,3.0,1.0,1,$320_pw,Rental_residential,August 2008,3150,2008,8,HILL,320
8368,"1/18 RATA STREET, WHEELERS HILL",-37.920689,145.189005,3.0,1.0,1,$280_pw,Rental_residential,May 2008,3150,2008,5,HILL,280
8369,"1/18 RATA STREET, WHEELERS HILL",-37.920689,145.189005,3.0,1.0,1,$280,Rental_residential,April 2008,3150,2008,4,HILL,280
8476,"2/50 RAGLAN STREET, WHITE HILLS",-36.728055,144.306087,3.0,2.0,1,$260_per_week,Townhouse,June 2008,3550,2008,6,HILLS,260
8517,"489 NAPIER STREET, WHITE HILLS",-36.730397,144.305393,3.0,1.0,1,$280_per_week,House,May 2008,3550,2008,5,HILLS,280
8518,"489 NAPIER STREET, WHITE HILLS",-36.730397,144.305393,3.0,1.0,1,$280,House,May 2008,3550,2008,5,HILLS,280
8680,"3 / 13 MARINO STREET, WHITFIELD",-16.912383,145.729691,1.0,1.0,1,$200_pw,Townhouse,May 2008,3733,2008,5,WHITFIELD,200
8796,"9/18 REGENT STREET, WHITTINGTON",-38.172707,144.385875,1.0,1.0,1,$120,none,July 2008,3219,2008,7,WHITTINGTON,120
8797,"9/18 REGENT STREET, WHITTINGTON",-38.172707,144.385875,1.0,1.0,1,$120,none,June 2008,3219,2008,6,WHITTINGTON,120
237,"1479 BOLINDA ROAD, DARRAWEIT GUIM",-37.404648,144.894497,3.0,1.0,0,$210,House,May 2008,3756,2008,5,GUIM,210
238,"6 PORCUPINE COURT, DARRAWEIT GUIM",-37.3909230,144.860853,3.0,2.0,2,$395_Weekly,Rural,August 2008,3756,2008,8,GUIM,395
372,"43 HEPBURN ROAD, DAYLESFORD",-37.325976,144.143035,3.0,1.0,2,$800,none,July 2008,3460,2008,7,DAYLESFORD,800
379,"5 LEGGATT STREET, DAYLESFORD",-37.349030,144.137506,3.0,1.0,1,$700,Rental_residential,July 2008,3460,2008,7,DAYLESFORD,700
424,"1/5 STREBOR DRIVE, DAYLESFORD",-37.341158,144.134157,4.0,2.0,3,$245_pw,Rental_residential,June 2008,3460,2008,6,DAYLESFORD,245
425,"1/5 STREBOR DRIVE, DAYLESFORD",-37.341158,144.134157,4.0,2.0,3,$245,Rental_residential,June 2008,3460,2008,6,DAYLESFORD,245
541,"1219 BALLARAT - DAYLESFORD ROAD, DEAN",-37.472437,143.979646,3.0,1.0,2,$265_pw,House,November 2008,3363,2008,11,DEAN,265
542,"1219 BALLARAT - DAYLESFORD ROAD, DEAN",-37.472437,143.979646,3.0,1.0,2,$250_pw,House,January 2008,3363,2008,1,DEAN,250
543,"1219 BALLARAT - DAYLESFORD ROAD, DEAN",-37.472437,143.979646,3.0,1.0,2,$250,House,January 2008,3363,2008,1,DEAN,250
570,"2200 WINCHELSEA DEANS MARSH ROAD, DEANS MARSH",-38.390664,143.887005,3.0,1.0,0,$230_pw,none,October 2008,3235,2008,10,MARSH,230
571,"1384 BIRREGURRA ROAD, DEANS MARSH",-38.396209,143.882139,3.0,1.0,0,$195,House,April 2008,3235,2008,4,MARSH,195
751,"41 DUMFRIES STREET, DEER PARK",-37.762256,144.770633,3.0,1.0,2,$300,House,August 2008,3023,2008,8,PARK,300
752,"41 DUMFRIES STREET, DEER PARK",-37.762256,144.770633,3.0,1.0,2,$300,House,July 2008,3023,2008,7,PARK,300
771,"10 PIONEER DRIVE, DEER PARK",-37.78077286,144.75822389,4.0,2.0,2,$277_p.w.,Available Now,December 2008,3023,2008,12,PARK,277
772,"10 PIONEER DRIVE, DEER PARK",-37.78077286,144.75822389,4.0,2.0,2,$277,Available Now,December 2008,3023,2008,12,PARK,277
793,"22 WININGTON STREET, DEER PARK",-37.760037,144.771029,2.0,1.0,2,$180_pw,House,January 2008,3023,2008,1,PARK,180
794,"22 WININGTON STREET, DEER PARK",-37.760037,144.771029,2.0,1.0,2,$180,House,January 2008,3023,2008,1,PARK,180
1225,"28 KYNOCH STREET, DEER PARK",-37.763767,144.772426,3.0,1.0,1,$200_pw,House,January 2008,3023,2008,1,PARK,200
1226,"28 KYNOCH STREET, DEER PARK",-37.763767,144.772426,3.0,1.0,1,$200,House,January 2008,3023,2008,1,PARK,200
1277,"1/7 BYRNE STREET, DEER PARK",-37.775653,144.771371,3.0,2.0,1,$220_pw,Unit/apmt,February 2008,3023,2008,2,PARK,220
1304,"1/20 DEER STREET, DEER PARK",-37.769226,144.758012,3.0,1.0,1,$240_pw,Unit/apmt,July 2008,3023,2008,7,PARK,240
1305,"1/20 DEER STREET, DEER PARK",-37.769226,144.758012,3.0,1.0,1,$240,Unit/apmt,July 2008,3023,2008,7,PARK,240
1356,"23 DALMUIR BOULEVARD, DEER PARK",-37.780113,144.766048,4.0,2.0,2,$335_pw,House,March 2008,3023,2008,3,PARK,335
1357,"23 DALMUIR BOULEVARD, DEER PARK",-37.780113,144.766048,4.0,2.0,2,$335,House,March 2008,3023,2008,3,PARK,335
1499,"8 YALDING PLACE, DEER PARK",-37.7812070,144.762808,3.0,2.0,1,$310,House,July 2008,3023,2008,7,PARK,310
1742,"12 JORDAN AVENUE, DELACOMBE",-37.584644,143.82203,4.0,2.0,2,$280_pw,Available Now,October 2008,3356,2008,10,DELACOMBE,280
1769,"111 GREENHALGHS ROAD, DELACOMBE",-37.5858370,143.817386,3.0,1.0,1,$240_pw,Rental_residential,May 2008,3356,2008,5,DELACOMBE,240
1770,"111 GREENHALGHS ROAD, DELACOMBE",-37.5858370,143.817386,3.0,1.0,1,$240,Rental_residential,April 2008,3356,2008,4,DELACOMBE,240
2160,"3 FLAME CLOSE, DELAHEY",-37.711061,144.7734,4.0,2.0,1,$270_pw,none,January 2008,3037,2008,1,DELAHEY,270
2161,"3 FLAME CLOSE, DELAHEY",-37.711061,144.7734,4.0,2.0,1,$270,none,January 2008,3037,2008,1,DELAHEY,270
2191,"6 YEATS DRIVE, DELAHEY",-37.7203720,144.778043,3.0,2.0,2,$260_pw,House,June 2008,3037,2008,6,DELAHEY,260
2192,"6 YEATS DRIVE, DELAHEY",-37.7203720,144.778043,3.0,2.0,2,$260,House,June 2008,3037,2008,6,DELAHEY,260
2313,"3/54 MCNICHOLL WAY, DELAHEY",-37.712871,144.78246,2.0,1.0,1,$220,Available Now,September 2008,3037,2008,9,DELAHEY,220
2572,"35 LINCOLN DRIVE, DERRIMUT",-37.796521,144.762125,3.0,2.0,2,$310_per_week,none,August 2008,3030,2008,8,DERRIMUT,310
2627,"37 SHERRINGTON GRANGE, DERRIMUT",-37.7954820,144.755213,4.0,2.0,2,$330_pw,House,September 2008,3030,2008,9,DERRIMUT,330
2655,"27 FERNHURST AVENUE, DERRIMUT",-37.790963,144.758765,3.0,2.0,2,$280_pw,House,September 2008,3030,2008,9,DERRIMUT,280
2831,"18 OLIVE ROAD, DEVON MEADOWS",-38.165185,145.297843,3.0,1.0,2,$330,Rental_residential,December 2008,3977,2008,12,MEADOWS,330
2832,"18 OLIVE ROAD, DEVON MEADOWS",-38.165185,145.297843,3.0,1.0,2,$330,Rental_residential,October 2008,3977,2008,10,MEADOWS,330
2986,"27 FINSBURY ROAD, DEVON MEADOWS",-38.159129,145.309066,3.0,1.0,4,$350,House,April 2008,3977,2008,4,MEADOWS,350
2987,"27 FINSBURY ROAD, DEVON MEADOWS",-38.159129,145.309066,3.0,1.0,4,$350,House,March 2008,3977,2008,3,MEADOWS,350
3001,"30-32 WORTHING ROAD, DEVON MEADOWS",-38.162912,145.308249,3.0,2.0,1,$280_p.w.,House,December 2008,3977,2008,12,MEADOWS,280
3051,"0 BAYUNGA ROAD, DHURRINGILE",-36.522844,145.259375,4.0,1.0,0,$220_per_week,House,November 2008,3610,2008,11,DHURRINGILE,220
3061,"7 ORMONDE COURT, DIAMOND CREEK",-37.685896,145.149439,3.0,1.0,1,$250,House,January 2008,3089,2008,1,CREEK,250
3262,"132 VOEGES ROAD, DIGBY",-37.8007917,141.5106742,4.0,1.0,1,$130,House,June 2008,3309,2008,6,DIGBY,130
3669,"25 HINDMARSH STREET, DIMBOOLA",-36.454836,142.031786,3.0,1.0,1,$150_pw,Rental_residential,February 2008,3414,2008,2,DIMBOOLA,150
3673,"14 ANDERSON STREET, DIMBOOLA",-36.450751,142.021817,3.0,1.0,1,$140_pw,House,October 2008,3414,2008,10,DIMBOOLA,140
3969,"17 HALTER LANE, DINNER PLAIN",-37.02428,147.239644,1.0,1.0,1,$270,none,June 2008,3898,2008,6,PLAIN,270
3970,"17 HALTER LANE, DINNER PLAIN",-37.02428,147.239644,1.0,1.0,1,$350_pw,none,May 2008,3898,2008,5,PLAIN,350
3971,"17 HALTER LANE, DINNER PLAIN",-37.02428,147.239644,1.0,1.0,1,$350,none,May 2008,3898,2008,5,PLAIN,350
3990,"2248/B MELBA HIGHWAY, DIXONS CREEK",-37.558540,145.416794,2.0,1.0,2,$200_per_week,none,June 2008,3775,2008,6,CREEK,200
4103,"3410A/100 HARBOUR ESPLANADE, DOCKLANDS",-37.8187010,144.946918,1.0,1.0,1,$600,Rental_residential,May 2008,3008,2008,5,DOCKLANDS,600
4265,"1315/100 HARBOUR ESPLANADE, DOCKLANDS",-37.818305,144.946966,2.0,1.0,1,$450,none,February 2008,3008,2008,2,DOCKLANDS,450
4266,"1315/100 HARBOUR ESPLANADE, DOCKLANDS",-37.818305,144.946966,2.0,1.0,1,$450_pw,none,February 2008,3008,2008,2,DOCKLANDS,450
4623,"51P/111 MERCHANT STREET, DOCKLANDS",-37.8193740,144.942983,1.0,1.0,1,$375_pw,Unit/apmt,September 2008,3008,2008,9,DOCKLANDS,375
4644,"S1304/8 WATERVIEW WALK, DOCKLANDS",-37.8194720,144.947845,2.0,1.0,1,$400_pw,none,May 2008,3008,2008,5,DOCKLANDS,400
4645,"S1304/8 WATERVIEW WALK, DOCKLANDS",-37.8194720,144.947845,2.0,1.0,1,$400,none,April 2008,3008,2008,4,DOCKLANDS,400
5090,"3104/100 HARBOUR ESPLANADE, DOCKLANDS",-37.818305,144.946966,2.0,2.0,1,$630_p.w,Unit,January 2008,3008,2008,1,DOCKLANDS,630
171,"28 YARRABY ROAD, NYAH",-35.17093,143.374118,4.0,1.0,1,$150_pw,House,May 2008,3594,2008,5,NYAH,150
207,"36 CHURCH STREET, NYAH",-35.175267,143.381857,3.0,1.0,1,$170_Weekly,none,February 2008,3594,2008,2,NYAH,170
215,"30 BELL STREET, NYAH",-35.172266,143.380476,3.0,1.0,2,$220_pw,House,July 2008,3594,2008,7,NYAH,220
216,"16 BELL STREET, NYAH",-35.173669,143.380286,2.0,1.0,1,$160_Weekly,House,March 2008,3594,2008,3,NYAH,160
618,"5/36 GREVILLEA ROAD, OAK PARK",-37.716255,144.9474492,2.0,1.0,1,$280,Rental_residential,August 2008,3046,2008,8,PARK,280
708,"9 MEAKER AVENUE, OAK PARK",-37.718144,144.920084,2.0,1.0,1,$400,Townhouse,October 2008,3046,2008,10,PARK,400
709,"9 MEAKER AVENUE, OAK PARK",-37.718144,144.920084,2.0,1.0,1,$400,Townhouse,September 2008,3046,2008,9,PARK,400
710,"9 MEAKER AVENUE, OAK PARK",-37.718144,144.920084,2.0,1.0,1,$400_pw,Townhouse,September 2008,3046,2008,9,PARK,400
711,"9 MEAKER AVENUE, OAK PARK",-37.718144,144.920084,2.0,1.0,1,$350_per_week,Townhouse,September 2008,3046,2008,9,PARK,350
712,"9 MEAKER AVENUE, OAK PARK",-37.718144,144.920084,2.0,1.0,1,$400,Townhouse,August 2008,3046,2008,8,PARK,400
713,"9 MEAKER AVENUE, OAK PARK",-37.718144,144.920084,2.0,1.0,1,$400_pw,Townhouse,August 2008,3046,2008,8,PARK,400
714,"9 MEAKER AVENUE, OAK PARK",-37.718144,144.920084,2.0,1.0,1,$350_per_week,Townhouse,August 2008,3046,2008,8,PARK,350
790,"4/19-21 ETHEL STREET, OAK PARK",-37.722272,144.916971,2.0,1.0,1,$230_Weekly,none,February 2008,3046,2008,2,PARK,230
791,"4/19-21 ETHEL STREET, OAK PARK",-37.722272,144.916971,2.0,1.0,1,$230,none,February 2008,3046,2008,2,PARK,230
881,"125 KONAGADERRA ROAD, OAKLANDS JUNCTION",-37.559218,144.850555,3.0,2.0,4,$350_pw,House,March 2008,3063,2008,3,JUNCTION,350
889,"265 OAKLANDS ROAD, OAKLANDS JUNCTION",-37.615905,144.838829,2.0,2.0,6,$180_pw,none,August 2008,3063,2008,8,JUNCTION,180
924,"22 THE RIDGE, OAKLANDS JUNCTION",-37.534861,144.845669,4.0,2.0,2,$450,House,November 2008,3063,2008,11,JUNCTION,450
925,"22 THE RIDGE, OAKLANDS JUNCTION",-37.534861,144.845669,4.0,2.0,2,$450,House,September 2008,3063,2008,9,JUNCTION,450
926,"65B KONAGEDDERRA ROAD, OAKLANDS JUNCTION",-37.575018,144.845641,4.0,2.0,1,$330_pw,House,June 2008,3063,2008,6,JUNCTION,330
927,"65B KONAGEDDERRA ROAD, OAKLANDS JUNCTION",-37.575018,144.845641,4.0,2.0,1,$350_pw,House,June 2008,3063,2008,6,JUNCTION,350
1282,"1793 DANDENONG ROAD, OAKLEIGH EAST",-37.904744,145.112522,3.0,1.0,1,$295,House,May 2008,3166,2008,5,EAST,295
1317,"2/1707 DANDENONG ROAD, OAKLEIGH EAST",-37.900202,145.105234,2.0,1.0,1,$320,Unit/apmt,March 2008,3166,2008,3,EAST,320
1325,"5/1707 DANDENONG ROAD, OAKLEIGH EAST",-37.900202,145.105234,2.0,1.0,1,$320,Unit/apmt,May 2008,3166,2008,5,EAST,320
1326,"5/1707 DANDENONG ROAD, OAKLEIGH EAST",-37.900202,145.105234,2.0,1.0,1,$335,Unit/apmt,April 2008,3166,2008,4,EAST,335
1441,"54 KINGS COURT, OAKLEIGH EAST",-37.900061,145.123838,3.0,2.0,2,$350_pw,none,July 2008,3166,2008,7,EAST,350
1442,"54 KINGS COURT, OAKLEIGH EAST",-37.900061,145.123838,3.0,2.0,2,$350,none,July 2008,3166,2008,7,EAST,350
1482,"1/1863 DANDENONG ROAD, OAKLEIGH EAST",-37.909241,145.119637,3.0,1.0,1,$350_p.w.,Unit/apmt,October 2008,3166,2008,10,EAST,350
1483,"1/1863 DANDENONG ROAD, OAKLEIGH EAST",-37.909241,145.119637,3.0,1.0,1,$350,Unit/apmt,October 2008,3166,2008,10,EAST,350
1484,"1/1863 DANDENONG ROAD, OAKLEIGH EAST",-37.909241,145.119637,3.0,1.0,1,$330,Unit/apmt,May 2008,3166,2008,5,EAST,330
1485,"1/1863 DANDENONG ROAD, OAKLEIGH EAST",-37.909241,145.119637,3.0,1.0,1,$330,Unit/apmt,April 2008,3166,2008,4,EAST,330
1497,"1/1863 DANDENONG RD, OAKLEIGH EAST",-37.909241,145.119637,3.0,1.0,1,$350_p.w.,Unit/apmt,April 2008,3166,2008,4,EAST,350
1498,"1/1863 DANDENONG RD, OAKLEIGH EAST",-37.909241,145.119637,3.0,1.0,1,$350,Unit/apmt,April 2008,3166,2008,4,EAST,350
1640,"8/1761 DANDENONG ROAD, OAKLEIGH EAST",-37.902829,145.109422,2.0,1.0,1,$200,Unit/apmt,May 2008,3166,2008,5,EAST,200
1641,"8/1761 DANDENONG ROAD, OAKLEIGH EAST",-37.902829,145.109422,2.0,1.0,1,$200,Unit/apmt,April 2008,3166,2008,4,EAST,200
1700,"2/9 ALBANY ROAD, OAKLEIGH EAST",-37.902467,145.11561,3.0,1.0,1,$250,none,June 2008,3166,2008,6,EAST,250
1761,"1 CURRAJONG STREET, OAKLEIGH EAST",-37.905808,145.118121,3.0,2.0,3,$375,House,June 2008,3166,2008,6,EAST,375
1762,"1 CURRAJONG STREET, OAKLEIGH EAST",-37.905808,145.118121,3.0,2.0,3,$375_pw,House,June 2008,3166,2008,6,EAST,375
1798,"1/11-13 OAKLEIGH STREET, OAKLEIGH EAST",-37.898979,145.106504,3.0,1.0,1,$240,Unit/apmt,June 2008,3166,2008,6,EAST,240
1799,"1/11-13 OAKLEIGH STREET, OAKLEIGH EAST",-37.898979,145.106504,3.0,1.0,1,$240,Unit/apmt,May 2008,3166,2008,5,EAST,240
1846,"2/3 INGA STREET, OAKLEIGH EAST",-37.899637,145.11554,3.0,1.0,1,$345_per_week,none,June 2008,3166,2008,6,EAST,345
1847,"2/3 INGA STREET, OAKLEIGH EAST",-37.899637,145.11554,3.0,1.0,1,$345_per_week,none,May 2008,3166,2008,5,EAST,345
1848,"2/3 INGA STREET, OAKLEIGH EAST",-37.899637,145.11554,3.0,1.0,1,$345,none,May 2008,3166,2008,5,EAST,345
2317,"3/6 WINDSOR AVENUE, OAKLEIGH SOUTH",-37.913064,145.098948,3.0,2.0,2,$395_pw,Rental_residential,September 2008,3167,2008,9,SOUTH,395
2318,"3/6 WINDSOR AVENUE, OAKLEIGH SOUTH",-37.913064,145.098948,3.0,2.0,2,$390_pw,Rental_residential,September 2008,3167,2008,9,SOUTH,390
2319,"3/6 WINDSOR AVENUE, OAKLEIGH SOUTH",-37.913064,145.098948,3.0,2.0,2,$395_pw,Rental_residential,June 2008,3167,2008,6,SOUTH,395
2320,"3/6 WINDSOR AVENUE, OAKLEIGH SOUTH",-37.913064,145.098948,3.0,2.0,2,$395,Rental_residential,June 2008,3167,2008,6,SOUTH,395
2321,"3/6 WINDSOR AVENUE, OAKLEIGH SOUTH",-37.913064,145.098948,3.0,2.0,2,$395_pw,Rental_residential,May 2008,3167,2008,5,SOUTH,395
