,address,latitude,longitude,nbed,nbath,ncar,historical_prices,type,historical_dates
0,"210 WATTLE STREET, BENDIGO",-36.754352,144.269698,3,1,2,$220 pw,House,October 2008
0,"210 WATTLE STREET, BENDIGO",-36.754352,144.269698,3,1,2,$160 pw,House,July 2007
0,"210 WATTLE STREET, BENDIGO",-36.754352,144.269698,3,1,2,$180 pw,House,June 2007
0,"2/71 MOLLISON STREET, BENDIGO",-36.760999,144.286577,2,1,1,$310 per week,Unit/apmt,August 2022
0,"2/71 MOLLISON STREET, BENDIGO",-36.760999,144.286577,2,1,1,$310 per week,Unit/apmt,August 2022
0,"2/71 MOLLISON STREET, BENDIGO",-36.760999,144.286577,2,1,1,$310,Unit/apmt,August 2022
0,"2/71 MOLLISON STREET, BENDIGO",-36.760999,144.286577,2,1,1,$270 per week,Unit/apmt,August 2017
0,"2/71 MOLLISON STREET, BENDIGO",-36.760999,144.286577,2,1,1,$270 per week,Unit/apmt,July 2017
0,"2/71 MOLLISON STREET, BENDIGO",-36.760999,144.286577,2,1,1,$260 per week,Unit/apmt,October 2016
0,"2/71 MOLLISON STREET, BENDIGO",-36.760999,144.286577,2,1,1,$250 per week,Unit/apmt,August 2015
0,"2/71 MOLLISON STREET, BENDIGO",-36.760999,144.286577,2,1,1,$240 per week,Unit/apmt,August 2013
0,"2/71 MOLLISON STREET, BENDIGO",-36.760999,144.286577,2,1,1,$220 pw,Unit/apmt,June 2007
0,"2/71 MOLLISON STREET, BENDIGO",-36.760999,144.286577,2,1,1,$220,Unit/apmt,June 2007
0,"83 BAXTER STREET, BENDIGO",-36.754052,144.285424,3,1,none,$450 per week,House,August 2022
0,"83 BAXTER STREET, BENDIGO",-36.754052,144.285424,3,1,none,$450 per week,House,August 2022
0,"83 BAXTER STREET, BENDIGO",-36.754052,144.285424,3,1,none,$400 per week,House,August 2022
0,"83 BAXTER STREET, BENDIGO",-36.754052,144.285424,3,1,none,$400,House,August 2022
0,"83 BAXTER STREET, BENDIGO",-36.754052,144.285424,3,1,none,$390 per week,House,August 2022
0,"83 BAXTER STREET, BENDIGO",-36.754052,144.285424,3,1,none,$400 per week,House,July 2022
0,"83 BAXTER STREET, BENDIGO",-36.754052,144.285424,3,1,none,$400 per week,House,May 2021
0,"83 BAXTER STREET, BENDIGO",-36.754052,144.285424,3,1,none,$410 per week,House,May 2021
0,"83 BAXTER STREET, BENDIGO",-36.754052,144.285424,3,1,none,$390 per week,House,March 2020
0,"83 BAXTER STREET, BENDIGO",-36.754052,144.285424,3,1,none,$390,House,December 2019
0,"83 BAXTER STREET, BENDIGO",-36.754052,144.285424,3,1,none,$265 pw,House,September 2016
0,"83 BAXTER STREET, BENDIGO",-36.754052,144.285424,3,1,none,$265 pw,House,February 2016
0,"83 BAXTER STREET, BENDIGO",-36.754052,144.285424,3,1,none,$255 pw,House,September 2014
0,"83 BAXTER STREET, BENDIGO",-36.754052,144.285424,3,1,none,$290 pw,House,December 2012
0,"83 BAXTER STREET, BENDIGO",-36.754052,144.285424,3,1,none,$290 pw,House,May 2012
0,"83 BAXTER STREET, BENDIGO",-36.754052,144.285424,3,1,none,$260,House,April 2011
0,"83 BAXTER STREET, BENDIGO",-36.754052,144.285424,3,1,none,$260 pw,House,April 2011
0,"83 BAXTER STREET, BENDIGO",-36.754052,144.285424,3,1,none,$230 pw,House,January 2008
0,"8 MARKS STREET, BENDIGO",-36.767606,144.288847,3,1,1,$360 per week,House,August 2022
0,"8 MARKS STREET, BENDIGO",-36.767606,144.288847,3,1,1,$360 per week,House,August 2022
0,"8 MARKS STREET, BENDIGO",-36.767606,144.288847,3,1,1,$360,House,August 2022
0,"8 MARKS STREET, BENDIGO",-36.767606,144.288847,3,1,1,$270 per week,House,February 2019
0,"8 MARKS STREET, BENDIGO",-36.767606,144.288847,3,1,1,$250 per week,House,November 2016
0,"8 MARKS STREET, BENDIGO",-36.767606,144.288847,3,1,1,$275 pw,House,January 2014
0,"8 MARKS STREET, BENDIGO",-36.767606,144.288847,3,1,1,$275,House,January 2014
0,"8 MARKS STREET, BENDIGO",-36.767606,144.288847,3,1,1,$275 pw,House,December 2013
0,"8 MARKS STREET, BENDIGO",-36.767606,144.288847,3,1,1,$275,House,December 2013
0,"8 MARKS STREET, BENDIGO",-36.767606,144.288847,3,1,1,$280 pw,House,December 2013
0,"8 MARKS STREET, BENDIGO",-36.767606,144.288847,3,1,1,$280,House,December 2013
0,"8 MARKS STREET, BENDIGO",-36.767606,144.288847,3,1,1,$280,House,November 2013
0,"8 MARKS STREET, BENDIGO",-36.767606,144.288847,3,1,1,$290 pw,House,October 2013
0,"8 MARKS STREET, BENDIGO",-36.767606,144.288847,3,1,1,$290,House,October 2013
0,"8 MARKS STREET, BENDIGO",-36.767606,144.288847,3,1,1,$290 per week,House,October 2013
0,"8 MARKS STREET, BENDIGO",-36.767606,144.288847,3,1,1,$290 per week,House,November 2012
0,"8 MARKS STREET, BENDIGO",-36.767606,144.288847,3,1,1,$290 per week,House,October 2012
0,"8 MARKS STREET, BENDIGO",-36.767606,144.288847,3,1,1,$250 per week,House,July 2012
0,"8 MARKS STREET, BENDIGO",-36.767606,144.288847,3,1,1,$230 per week,House,August 2009
0,"8 MARKS STREET, BENDIGO",-36.767606,144.288847,3,1,1,$235 per week,House,August 2009
0,"8 MARKS STREET, BENDIGO",-36.767606,144.288847,3,1,1,$235 per week,House,March 2009
0,"20 BRIGHT STREET, BENDIGO",-36.766263,144.285315,2,2,1,$480,Rental_residential,August 2022
0,"20 BRIGHT STREET, BENDIGO",-36.766263,144.285315,2,2,1,$480,Rental_residential,August 2022
0,"20 BRIGHT STREET, BENDIGO",-36.766263,144.285315,2,2,1,$460,Rental_residential,August 2022
0,"20 BRIGHT STREET, BENDIGO",-36.766263,144.285315,2,2,1,$460,Rental_residential,July 2022
0,"20 BRIGHT STREET, BENDIGO",-36.766263,144.285315,2,2,1,$440 per week,Rental_residential,June 2022
0,"20 BRIGHT STREET, BENDIGO",-36.766263,144.285315,2,2,1,$480,Rental_residential,September 2021
0,"20 BRIGHT STREET, BENDIGO",-36.766263,144.285315,2,2,1,$480,Rental_residential,March 2021
0,"20 BRIGHT STREET, BENDIGO",-36.766263,144.285315,2,2,1,$460,Rental_residential,October 2020
0,"20 BRIGHT STREET, BENDIGO",-36.766263,144.285315,2,2,1,$460,Rental_residential,September 2020
0,"20 BRIGHT STREET, BENDIGO",-36.766263,144.285315,2,2,1,$460,Rental_residential,December 2019
0,"20 BRIGHT STREET, BENDIGO",-36.766263,144.285315,2,2,1,$440 per week,Rental_residential,December 2019
0,"20 BRIGHT STREET, BENDIGO",-36.766263,144.285315,2,2,1,$460,Rental_residential,October 2019
0,"20 BRIGHT STREET, BENDIGO",-36.766263,144.285315,2,2,1,$440,Rental_residential,August 2019
0,"20 BRIGHT STREET, BENDIGO",-36.766263,144.285315,2,2,1,$440 per week,Rental_residential,November 2018
0,"20 BRIGHT STREET, BENDIGO",-36.766263,144.285315,2,2,1,$440 per week,Rental_residential,October 2018
0,"20 BRIGHT STREET, BENDIGO",-36.766263,144.285315,2,2,1,$470 per week,Rental_residential,May 2018
0,"20 BRIGHT STREET, BENDIGO",-36.766263,144.285315,2,2,1,$470,Rental_residential,February 2018
0,"20 BRIGHT STREET, BENDIGO",-36.766263,144.285315,2,2,1,$450 per week,Rental_residential,November 2017
0,"20 BRIGHT STREET, BENDIGO",-36.766263,144.285315,2,2,1,$520,Rental_residential,September 2016
0,"20 BRIGHT STREET, BENDIGO",-36.766263,144.285315,2,2,1,$320,Rental_residential,February 2015
0,"20 BRIGHT STREET, BENDIGO",-36.766263,144.285315,2,2,1,$520,Rental_residential,February 2014
0,"20 BRIGHT STREET, BENDIGO",-36.766263,144.285315,2,2,1,$520 per week,Rental_residential,August 2013
0,"20 BRIGHT STREET, BENDIGO",-36.766263,144.285315,2,2,1,$520 p.w.,Rental_residential,July 2013
0,"20 BRIGHT STREET, BENDIGO",-36.766263,144.285315,2,2,1,$520 per week,Rental_residential,May 2013
0,"20 BRIGHT STREET, BENDIGO",-36.766263,144.285315,2,2,1,$520 per week,Rental_residential,April 2013
0,"20 BRIGHT STREET, BENDIGO",-36.766263,144.285315,2,2,1,$500 From,Rental_residential,November 2011
0,"20 BRIGHT STREET, BENDIGO",-36.766263,144.285315,2,2,1,$350 per week,Rental_residential,August 2011
0,"20 BRIGHT STREET, BENDIGO",-36.766263,144.285315,2,2,1,$520 - $550 p.w.,Rental_residential,July 2011
0,"20 BRIGHT STREET, BENDIGO",-36.766263,144.285315,2,2,1,$520 - $550 p.w.,Rental_residential,January 2011
0,"20 BRIGHT STREET, BENDIGO",-36.766263,144.285315,2,2,1,$550 per week,Rental_residential,June 2010
0,"20 BRIGHT STREET, BENDIGO",-36.766263,144.285315,2,2,1,$350 per week,Rental_residential,June 2010
0,"20 BRIGHT STREET, BENDIGO",-36.766263,144.285315,2,2,1,$320 pw,Rental_residential,June 2010
0,"20 BRIGHT STREET, BENDIGO",-36.766263,144.285315,2,2,1,$250 per week,Rental_residential,July 2008
0,"20 BRIGHT STREET, BENDIGO",-36.766263,144.285315,2,2,1,$250 per week,Rental_residential,May 2007
0,"2/24 HOPETOUN STREET, BENDIGO",-36.757117,144.286944,2,1,1,$300 per week,Rental_residential,August 2022
0,"2/24 HOPETOUN STREET, BENDIGO",-36.757117,144.286944,2,1,1,$300 per week,Rental_residential,August 2022
0,"2/24 HOPETOUN STREET, BENDIGO",-36.757117,144.286944,2,1,1,$300,Rental_residential,August 2022
0,"2/24 HOPETOUN STREET, BENDIGO",-36.757117,144.286944,2,1,1,$270 per week,Rental_residential,January 2020
0,"2/24 HOPETOUN STREET, BENDIGO",-36.757117,144.286944,2,1,1,$270 per week,Rental_residential,December 2019
0,"2/24 HOPETOUN STREET, BENDIGO",-36.757117,144.286944,2,1,1,$220 per week,Rental_residential,April 2017
0,"2/24 HOPETOUN STREET, BENDIGO",-36.757117,144.286944,2,1,1,$220 per week,Rental_residential,September 2016
0,"2/24 HOPETOUN STREET, BENDIGO",-36.757117,144.286944,2,1,1,$220 per week,Rental_residential,September 2015
0,"2/24 HOPETOUN STREET, BENDIGO",-36.757117,144.286944,2,1,1,$220 per week,Rental_residential,October 2014
0,"2/24 HOPETOUN STREET, BENDIGO",-36.757117,144.286944,2,1,1,$220 per week,Rental_residential,September 2014
0,"2/24 HOPETOUN STREET, BENDIGO",-36.757117,144.286944,2,1,1,$210 pw,Rental_residential,March 2014
0,"2/24 HOPETOUN STREET, BENDIGO",-36.757117,144.286944,2,1,1,$210,Rental_residential,March 2014
0,"2/24 HOPETOUN STREET, BENDIGO",-36.757117,144.286944,2,1,1,$175 per week,Rental_residential,May 2010
0,"2/24 HOPETOUN STREET, BENDIGO",-36.757117,144.286944,2,1,1,$170 pw,Rental_residential,April 2009
0,"2/24 HOPETOUN STREET, BENDIGO",-36.757117,144.286944,2,1,1,$170 pw,Rental_residential,July 2008
0,"2/24 HOPETOUN STREET, BENDIGO",-36.757117,144.286944,2,1,1,$160 pw,Rental_residential,June 2007
0,"2/24 HOPETOUN STREET, BENDIGO",-36.757117,144.286944,2,1,1,$160,Rental_residential,June 2007
0,"31A THISTLE STREET, BENDIGO",-36.76798001,144.26675001,3,2,2,$560 per week,House,August 2022
0,"31A THISTLE STREET, BENDIGO",-36.76798001,144.26675001,3,2,2,$560 per week,House,August 2022
0,"31A THISTLE ST, BENDIGO",-36.7671631002,144.2664889002,3,2,2,$560 per week,House,August 2022
0,"31A THISTLE ST, BENDIGO",-36.7671631002,144.2664889002,3,2,2,$560 per week,House,August 2022
0,"1/171 ARNOLD STREET, BENDIGO",-36.747915,144.279021,2,1,1,$290 per week,Unit/apmt,August 2022
0,"1/171 ARNOLD STREET, BENDIGO",-36.747915,144.279021,2,1,1,$290 per week,Unit/apmt,August 2022
0,"1/171 ARNOLD STREET, BENDIGO",-36.747915,144.279021,2,1,1,$290,Unit/apmt,August 2022
0,"1/171 ARNOLD STREET, BENDIGO",-36.747915,144.279021,2,1,1,$250 per week,Unit/apmt,March 2021
0,"1/171 ARNOLD STREET, BENDIGO",-36.747915,144.279021,2,1,1,$250,Unit/apmt,March 2021
0,"1/171 ARNOLD STREET, BENDIGO",-36.747915,144.279021,2,1,1,$200 per week,Unit/apmt,November 2013
0,"18 MILROY STREET, BENDIGO",-36.749763,144.272234,3,1,2,$460 per week,none,August 2022
0,"18 MILROY STREET, BENDIGO",-36.749763,144.272234,3,1,2,$460 per week,none,August 2022
0,"18 MILROY STREET, BENDIGO",-36.749763,144.272234,3,1,2,$460,none,August 2022
0,"18 MILROY STREET, BENDIGO",-36.749763,144.272234,3,1,2,$460 per week,none,June 2022
0,"18 MILROY STREET, BENDIGO",-36.749763,144.272234,3,1,2,$200 pw,none,April 2014
0,"18 MILROY STREET, BENDIGO",-36.749763,144.272234,3,1,2,$200 p.w.,none,April 2014
0,"18 MILROY STREET, BENDIGO",-36.749763,144.272234,3,1,2,$200 per week,none,April 2014
0,"18 MILROY STREET, BENDIGO",-36.749763,144.272234,3,1,2,$200,none,April 2014
0,"2B NIEMANN STREET, BENDIGO",-36.7479399,144.2781918,2,2,2,$450 per week,Townhouse,August 2022
0,"2B NIEMANN STREET, BENDIGO",-36.7479399,144.2781918,2,2,2,$450 per week,Townhouse,August 2022
0,"2B NIEMANN STREET, BENDIGO",-36.7479399,144.2781918,2,2,2,$450,Townhouse,August 2022
0,"2B NIEMANN STREET, BENDIGO",-36.7479399,144.2781918,2,2,2,$390 per week,Townhouse,February 2020
0,"2B NIEMANN STREET, BENDIGO",-36.7479399,144.2781918,2,2,2,$390 per week,Townhouse,August 2018
0,"4/2-4 QUEEN STREET, BENDIGO",-36.7658868002,144.2740402002,1,1,1,$540 per week,Unit/apmt,August 2022
0,"4/2-4 QUEEN STREET, BENDIGO",-36.7658868002,144.2740402002,1,1,1,$540 per week,Unit/apmt,August 2022
0,"4/2-4 QUEEN ST, BENDIGO",-36.7658868002,144.2740402002,1,1,1,$540 per week,Unit/apmt,August 2022
0,"4/2-4 QUEEN ST, BENDIGO",-36.7658868002,144.2740402002,1,1,1,$540 per week,Unit/apmt,August 2022
0,"9 HILL STREET, BENDIGO",-36.74903908,144.26749909,3,1,2,$360 per week,Rental_residential,August 2022
0,"9 HILL STREET, BENDIGO",-36.74903908,144.26749909,3,1,2,$360 per week,Rental_residential,August 2022
0,"9 HILL STREET, BENDIGO",-36.74903908,144.26749909,3,1,2,$360,Rental_residential,August 2022
0,"9 HILL STREET, BENDIGO",-36.74903908,144.26749909,3,1,2,$270,Rental_residential,March 2019
0,"9 HILL STREET, BENDIGO",-36.74903908,144.26749909,3,1,2,$270 Weekly,Rental_residential,March 2019
0,"9 HILL STREET, BENDIGO",-36.74903908,144.26749909,3,1,2,$270,Rental_residential,February 2019
0,"9 HILL STREET, BENDIGO",-36.74903908,144.26749909,3,1,2,$270,Rental_residential,September 2018
0,"322 NAPIER STREET, BENDIGO",-36.745153,144.294609,2,1,2,$385,none,August 2022
0,"322 NAPIER STREET, BENDIGO",-36.745153,144.294609,2,1,2,$385,none,August 2022
0,"322 NAPIER STREET, BENDIGO",-36.745153,144.294609,2,1,2,$385 per week,none,July 2022
0,"322 NAPIER STREET, BENDIGO",-36.745153,144.294609,2,1,2,$315 per week,none,May 2020
0,"322 NAPIER STREET, BENDIGO",-36.745153,144.294609,2,1,2,$425 per week,none,November 2016
0,"322 NAPIER STREET, BENDIGO",-36.745153,144.294609,2,1,2,$295 per week,none,November 2016
0,"322 NAPIER STREET, BENDIGO",-36.745153,144.294609,2,1,2,$425 per week,none,August 2016
0,"322 NAPIER STREET, BENDIGO",-36.745153,144.294609,2,1,2,$425 per week,none,July 2016
0,"322 NAPIER STREET, BENDIGO",-36.745153,144.294609,2,1,2,$400 per week,none,January 2016
0,"322 NAPIER STREET, BENDIGO",-36.745153,144.294609,2,1,2,$300 per week,none,January 2016
0,"322 NAPIER STREET, BENDIGO",-36.745153,144.294609,2,1,2,$320 per week,none,March 2015
0,"322 NAPIER STREET, BENDIGO",-36.745153,144.294609,2,1,2,$450 per week,none,October 2014
0,"322 NAPIER STREET, BENDIGO",-36.745153,144.294609,2,1,2,$340 pe...,none,December 2008
0,"322 NAPIER STREET, BENDIGO",-36.745153,144.294609,2,1,2,$340 per week,none,December 2008
0,"322 NAPIER STREET, BENDIGO",-36.745153,144.294609,2,1,2,$340 per week,none,May 2008
0,"29 HONEYSUCKLE STREET, BENDIGO",-36.763182,144.266711,3,1,none,$430 per week,House,July 2022
0,"29 HONEYSUCKLE STREET, BENDIGO",-36.763182,144.266711,3,1,none,$430 per week,House,August 2022
0,"29 HONEYSUCKLE STREET, BENDIGO",-36.763182,144.266711,3,1,none,$430 per week,House,July 2022
0,"29 HONEYSUCKLE STREET, BENDIGO",-36.763182,144.266711,3,1,none,$440 per week,House,July 2022
0,"29 HONEYSUCKLE STREET, BENDIGO",-36.763182,144.266711,3,1,none,$430,House,July 2022
0,"29 HONEYSUCKLE STREET, BENDIGO",-36.763182,144.266711,3,1,none,$430 per week,House,August 2021
0,"29 HONEYSUCKLE STREET, BENDIGO",-36.763182,144.266711,3,1,none,$430 per week,House,February 2021
0,"29 HONEYSUCKLE STREET, BENDIGO",-36.763182,144.266711,3,1,none,$400 - $400,House,February 2020
0,"29 HONEYSUCKLE STREET, BENDIGO",-36.763182,144.266711,3,1,none,$400 per week,House,February 2020
0,"29 HONEYSUCKLE STREET, BENDIGO",-36.763182,144.266711,3,1,none,$400 p.w.,House,February 2020
0,"29 HONEYSUCKLE STREET, BENDIGO",-36.763182,144.266711,3,1,none,$380,House,January 2020
0,"29 HONEYSUCKLE STREET, BENDIGO",-36.763182,144.266711,3,1,none,$380 per week,House,February 2019
0,"29 HONEYSUCKLE STREET, BENDIGO",-36.763182,144.266711,3,1,none,$380 per week,House,January 2018
0,"29 HONEYSUCKLE STREET, BENDIGO",-36.763182,144.266711,3,1,none,$380,House,January 2018
0,"29 HONEYSUCKLE STREET, BENDIGO",-36.763182,144.266711,3,1,none,$170 p.w.,House,November 2007
0,"16 HILL STREET, BENDIGO",-36.7478620,144.2673850,3,1,1,$410 per week,none,July 2022
0,"16 HILL STREET, BENDIGO",-36.7478620,144.2673850,3,1,1,$410 per week,none,August 2022
0,"16 HILL STREET, BENDIGO",-36.7478620,144.2673850,3,1,1,$410 per week,none,July 2022
0,"16 HILL STREET, BENDIGO",-36.7478620,144.2673850,3,1,1,$410,none,July 2022
0,"16 HILL STREET, BENDIGO",-36.7478620,144.2673850,3,1,1,$280 Negotiable,none,June 2015
0,"2/114 KING STREET, BENDIGO",-36.765518,144.275235,2,1,2,$310 pw,Apartment,July 2022
0,"2/114 KING STREET, BENDIGO",-36.765518,144.275235,2,1,2,$310 pw,Apartment,July 2022
0,"2/114 KING STREET, BENDIGO",-36.765518,144.275235,2,1,2,$310,Apartment,July 2022
0,"2/114 KING STREET, BENDIGO",-36.765518,144.275235,2,1,2,$245 per week,Apartment,September 2019
0,"2/114 KING STREET, BENDIGO",-36.765518,144.275235,2,1,2,$245,Apartment,September 2019
0,"2/114 KING STREET, BENDIGO",-36.765518,144.275235,2,1,2,$230 per week,Apartment,April 2017
0,"2/114 KING STREET, BENDIGO",-36.765518,144.275235,2,1,2,$230 per week,Apartment,August 2015
0,"2/114 KING STREET, BENDIGO",-36.765518,144.275235,2,1,2,$220 per week,Apartment,April 2015
0,"2/114 KING STREET, BENDIGO",-36.765518,144.275235,2,1,2,$230 per week,Apartment,March 2015
0,"2/114 KING STREET, BENDIGO",-36.765518,144.275235,2,1,2,$220 per week,Apartment,November 2014
0,"165 DON STREET, BENDIGO",-36.7601815,144.2689322,3,1,1,$550 per week,House,July 2022
0,"165 DON STREET, BENDIGO",-36.7601815,144.2689322,3,1,1,$550 per week,House,July 2022
0,"165 DON STREET, BENDIGO",-36.7601815,144.2689322,3,1,1,$550,House,July 2022
0,"165 DON STREET, BENDIGO",-36.7601815,144.2689322,3,1,1,$550 per week,House,July 2021
0,"165 DON STREET, BENDIGO",-36.7601815,144.2689322,3,1,1,$550,House,July 2021
0,"165 DON STREET, BENDIGO",-36.7601815,144.2689322,3,1,1,$450 per week,House,May 2019
0,"165 DON STREET, BENDIGO",-36.7601815,144.2689322,3,1,1,$450,House,May 2019
0,"47A CHARMING STREET, HAMPTON EAST",-37.93491001,145.03204001,3,2,2,$550,none,May 2022
0,"47A CHARMING STREET, HAMPTON EAST",-37.93491001,145.03204001,3,2,2,$550,none,May 2022
0,"7/16 KEILLER STREET, HAMPTON EAST",-37.9357120,145.0350640,2,2,1,$415 per week,none,May 2022
0,"7/16 KEILLER STREET, HAMPTON EAST",-37.9357120,145.0350640,2,2,1,$415 per week,none,May 2022
0,"7/16 KEILLER STREET, HAMPTON EAST",-37.9357120,145.0350640,2,2,1,$415,none,May 2022
0,"7/16 KEILLER STREET, HAMPTON EAST",-37.9357120,145.0350640,2,2,1,$400 per week,none,July 2020
0,"7/16 KEILLER STREET, HAMPTON EAST",-37.9357120,145.0350640,2,2,1,$400,none,July 2020
0,"7/16 KEILLER STREET, HAMPTON EAST",-37.9357120,145.0350640,2,2,1,$400,none,June 2020
0,"7/16 KEILLER STREET, HAMPTON EAST",-37.9357120,145.0350640,2,2,1,$385 pw,none,April 2017
0,"7/16 KEILLER STREET, HAMPTON EAST",-37.9357120,145.0350640,2,2,1,$385 pw,none,September 2015
0,"7/16 KEILLER STREET, HAMPTON EAST",-37.9357120,145.0350640,2,2,1,$420 pw,none,February 2012
0,"2/113 SPRING ROAD, HAMPTON EAST",-37.938528,145.033803,3,2,2,$880 per week,none,May 2022
0,"2/113 SPRING ROAD, HAMPTON EAST",-37.938528,145.033803,3,2,2,$880 per week,none,May 2022
0,"2/113 SPRING ROAD, HAMPTON EAST",-37.938528,145.033803,3,2,2,$880,none,May 2022
0,"15 SALTAIR STREET, HAMPTON EAST",-37.941367,145.025716,2,1,2,per week,Rental_residential,May 2022
0,"15 SALTAIR STREET, HAMPTON EAST",-37.941367,145.025716,2,1,2,per week,Rental_residential,May 2022
0,"15 SALTAIR STREET, HAMPTON EAST",-37.941367,145.025716,2,1,2,$500,Rental_residential,May 2022
0,"15 SALTAIR STREET, HAMPTON EAST",-37.941367,145.025716,2,1,2,$485 per week,Rental_residential,September 2019
0,"15 SALTAIR STREET, HAMPTON EAST",-37.941367,145.025716,2,1,2,$485,Rental_residential,August 2019
0,"15 SALTAIR STREET, HAMPTON EAST",-37.941367,145.025716,2,1,2,$470 per week,Rental_residential,May 2016
0,"15 SALTAIR STREET, HAMPTON EAST",-37.941367,145.025716,2,1,2,$425 per week,Rental_residential,June 2013
0,"15 SALTAIR STREET, HAMPTON EAST",-37.941367,145.025716,2,1,2,$440 per week,Rental_residential,June 2013
0,"15 SALTAIR STREET, HAMPTON EAST",-37.941367,145.025716,2,1,2,$435 per week,Rental_residential,June 2012
0,"15 SALTAIR STREET, HAMPTON EAST",-37.941367,145.025716,2,1,2,$435 per week,Rental_residential,May 2012
0,"15 SALTAIR STREET, HAMPTON EAST",-37.941367,145.025716,2,1,2,$435 per week,Rental_residential,February 2011
0,"15 SALTAIR STREET, HAMPTON EAST",-37.941367,145.025716,2,1,2,$435 per week,Rental_residential,January 2011
0,"15 SALTAIR STREET, HAMPTON EAST",-37.941367,145.025716,2,1,2,$445 per week,Rental_residential,January 2011
0,"15 SALTAIR STREET, HAMPTON EAST",-37.941367,145.025716,2,1,2,$420 per week,Rental_residential,September 2009
0,"16/23 ROYDON STREET, HAMPTON EAST",-37.9352729002,145.0271445002,2,1,1,$380 per week,none,May 2022
0,"16/23 ROYDON STREET, HAMPTON EAST",-37.9352729002,145.0271445002,2,1,1,$380 per week,none,May 2022
0,"16/23 ROYDON STREET, HAMPTON EAST",-37.9352729002,145.0271445002,2,1,1,$380,none,May 2022
0,"38 HEATH CRESCENT, HAMPTON EAST",-37.93651,145.029533,5,3,2,"$1,200 per week",House,May 2022
0,"38 HEATH CRESCENT, HAMPTON EAST",-37.93651,145.029533,5,3,2,"$1,200 per week",House,May 2022
0,"38 HEATH CRESCENT, HAMPTON EAST",-37.93651,145.029533,5,3,2,"$1,200",House,May 2022
0,"38 HEATH CRESCENT, HAMPTON EAST",-37.93651,145.029533,5,3,2,"$1,145 per week",House,August 2020
0,"38 HEATH CRESCENT, HAMPTON EAST",-37.93651,145.029533,5,3,2,"$1,145 per week",House,July 2017
0,"1/9 LEONARD STREET, HAMPTON EAST",-37.937691,145.031140,3,2,2,$725 per week,Rental_residential,May 2022
0,"1/9 LEONARD STREET, HAMPTON EAST",-37.937691,145.031140,3,2,2,$725 per week,Rental_residential,May 2022
0,"1/9 LEONARD STREET, HAMPTON EAST",-37.937691,145.031140,3,2,2,$725,Rental_residential,May 2022
0,"1/9 LEONARD STREET, HAMPTON EAST",-37.937691,145.031140,3,2,2,$700 per week,Rental_residential,May 2020
0,"1/9 LEONARD STREET, HAMPTON EAST",-37.937691,145.031140,3,2,2,$700 per week,Rental_residential,January 2019
0,"1/9 LEONARD STREET, HAMPTON EAST",-37.937691,145.031140,3,2,2,$700,Rental_residential,January 2019
0,"1/9 LEONARD STREET, HAMPTON EAST",-37.937691,145.031140,3,2,2,$590 pw,Rental_residential,December 2007
0,"5A ELDON COURT, HAMPTON EAST",-37.9412169002,145.036484002,2,2,1,$550,Rental_residential,May 2022
0,"5A ELDON COURT, HAMPTON EAST",-37.9412169002,145.036484002,2,2,1,$550,Rental_residential,May 2022
0,"5A ELDON COURT, HAMPTON EAST",-37.9412169002,145.036484002,2,2,1,$550 per week,Rental_residential,April 2022
0,"14/21 ROYDON STREET, HAMPTON EAST",-37.93498001,145.0271001,2,1,1,$345,Rental_residential,May 2022
0,"14/21 ROYDON STREET, HAMPTON EAST",-37.93498001,145.0271001,2,1,1,$345,Rental_residential,May 2022
0,"14/21 ROYDON STREET, HAMPTON EAST",-37.93498001,145.0271001,2,1,1,$345 per week,Rental_residential,May 2022
0,"14/21 ROYDON STREET, HAMPTON EAST",-37.93498001,145.0271001,2,1,1,$370,Rental_residential,October 2021
0,"14/21 ROYDON STREET, HAMPTON EAST",-37.93498001,145.0271001,2,1,1,$370 per week,Rental_residential,October 2021
0,"7/31-35 WICKHAM ROAD, HAMPTON EAST",-37.941704,145.023238,3,2,2,$660,Rental_residential,April 2022
0,"7/31-35 WICKHAM ROAD, HAMPTON EAST",-37.941704,145.023238,3,2,2,$660,Rental_residential,April 2022
0,"7/31-35 WICKHAM ROAD, HAMPTON EAST",-37.941704,145.023238,3,2,2,$660 per week,Rental_residential,April 2022
0,"7/31-35 WICKHAM ROAD, HAMPTON EAST",-37.941704,145.023238,3,2,2,$660,Rental_residential,May 2021
0,"7/31-35 WICKHAM ROAD, HAMPTON EAST",-37.941704,145.023238,3,2,2,$660 per week,Rental_residential,May 2021
0,"7/31-35 WICKHAM ROAD, HAMPTON EAST",-37.941704,145.023238,3,2,2,$645 per week,Rental_residential,May 2020
0,"7/31-35 WICKHAM ROAD, HAMPTON EAST",-37.941704,145.023238,3,2,2,$645,Rental_residential,May 2020
0,"7/31-35 WICKHAM ROAD, HAMPTON EAST",-37.941704,145.023238,3,2,2,$645,Rental_residential,April 2020
0,"7/31-35 WICKHAM ROAD, HAMPTON EAST",-37.941704,145.023238,3,2,2,$645 per week,Rental_residential,April 2020
0,"6A RIDGE AVENUE, HAMPTON EAST",-37.939019,145.026007,3,1,1,$540,Rental_residential,April 2022
0,"6A RIDGE AVENUE, HAMPTON EAST",-37.939019,145.026007,3,1,1,$540,Rental_residential,April 2022
0,"6A RIDGE AVENUE, HAMPTON EAST",-37.939019,145.026007,3,1,1,$540 per week,Rental_residential,April 2022
