,STOP_ID,STOP_NAME,LATITUDE,LONGITUDE,TICKETZONE,ROUTEUSSP,geometry,postcode,suburb
415,17325,21-Glenlyon Rd/Sydney Rd (Brunswick),-37.771367,144.961473,1,19,POINT (144.96147882154293 -37.771353877036155),3056,BRUNSWICK
416,17327,19-Brunswick Rd/Sydney Rd (Brunswick),-37.777647,144.960392,1,19,POINT (144.96039810104915 -37.77763380700128),3056,BRUNSWICK
417,17328,18-Princes Park/Royal Pde (Parkville),-37.779383,144.960152,1,19,POINT (144.96015798090247 -37.77936981699563),3054,CARLTON NORTH
418,17329,17-Ievers St/Royal Pde (Parkville),-37.781684,144.959838,1,19,POINT (144.9598440607073 -37.78167084698847),3054,CARLTON NORTH
419,17330,16-Walker St/Royal Pde (Parkville),-37.784589,144.959509,1,19,POINT (144.95951502044923 -37.78457586698391),3054,CARLTON NORTH
420,17331,15-Leonard St/Royal Pde (Parkville),-37.787674,144.959129,1,19,POINT (144.9591348601805 -37.78766079697706),3054,CARLTON NORTH
421,17332,14-Cemetery Road West/Royal Pde (Parkville),-37.789715,144.958879,1,19,POINT (144.95888502000236 -37.78970181697275),3052,PARKVILLE
422,17333,13-Gatehouse St/Royal Pde (Parkville),-37.792422,144.958544,1,19,POINT (144.9585498597668 -37.79240883696663),3010,PARKVILLE
423,17334,12-Morrah St/Royal Pde (Parkville),-37.795561,144.958173,1,19,POINT (144.95817905949053 -37.795547856960766),3010,PARKVILLE
424,17335,11-University of Melbourne/Royal Pde (Parkville),-37.798105,144.957854,1,19,POINT (144.95786009926985 -37.79809179695476),3010,PARKVILLE
425,17591,7-Russell St/Bourke St (Melbourne City),-37.812769,144.968354,1,"96,86",POINT (144.96835985585508 -37.81275585776333),3000,MELBOURNE
426,17593,6-Swanston St/Bourke St (Melbourne City),-37.813484,144.965904,1,"96,86",POINT (144.9659100562028 -37.813470817600276),3000,MELBOURNE
427,17594,5-Elizabeth St/Bourke St (Melbourne City),-37.814217,144.96351,1,"96,86",POINT (144.96351605653882 -37.81420386744117),3000,MELBOURNE
428,17596,4-Queen St/Bourke St (Melbourne City),-37.815253,144.959835,1,"96,86",POINT (144.95984081706453 -37.81523985719641),3000,MELBOURNE
429,17597,3-William St/Bourke St (Melbourne City),-37.815882,144.957625,1,"96,86",POINT (144.95763077738002 -37.81586886704929),3000,MELBOURNE
430,17602,32-Hornby St/High St (Prahran),-37.852354,144.996534,1,6,POINT (144.99653992665282 -37.85234082993699),3181,WINDSOR
431,17603,31-Chapel St/High St (Prahran),-37.851951,144.993533,1,6,POINT (144.99353896721846 -37.85193780972899),3181,WINDSOR
432,17604,30-Prahran Station/High St (Windsor),-37.851392,144.989298,1,6,POINT (144.9893039280156 -37.851378819435574),3181,WINDSOR
433,17605,29-Perth St/High St (Windsor),-37.851207,144.987927,1,6,POINT (144.98793304827407 -37.85119386934057),3181,WINDSOR
434,17606,28-Punt Rd/High St (Windsor),-37.850758,144.984371,1,6,POINT (144.98437696894126 -37.8507448590944),3181,WINDSOR
435,1784,37-Gaffney St/Sydney Rd (Coburg),-37.734097,144.965321,1,19,POINT (144.96532686491705 -37.734083797067775),3058,COBURG
436,17848,1-Spencer St/Bourke St (Melbourne City),-37.817063,144.953514,1,"96,86",POINT (144.95351993796572 -37.81704984677577),3000,MELBOURNE
437,17849,1-Spencer St/Bourke St (Melbourne City),-37.816846,144.953997,1,"96,86",POINT (144.95400305790537 -37.81683285680743),3000,MELBOURNE
438,17850,1-Flinders Street Railway Station/Elizabeth St (Melbourne City),-37.817717,144.964765,1,"57,59,19",POINT (144.96477101594076 -37.81770387754865),3000,MELBOURNE
439,17851,2-Collins St/Elizabeth St (Melbourne City),-37.815428,144.963669,1,"57,59,19",POINT (144.96367481637975 -37.81541481745954),3000,MELBOURNE
440,17852,3-Bourke Street Mall/Elizabeth St (Melbourne City),-37.813447,144.962758,1,"57,59,19",POINT (144.96276401675306 -37.81343382738501),3000,MELBOURNE
441,17854,5-Melbourne Central Station/Elizabeth St (Melbourne City),-37.810558,144.961429,1,"57,59,19",POINT (144.96143489729755 -37.81054482727614),3000,MELBOURNE
442,17856,7-Queen Victoria Market/Elizabeth St (Melbourne City),-37.806561,144.959574,1,"57,59,19",POINT (144.95957981805353 -37.80654783712469),3000,MELBOURNE
443,17857,8-Peel St/Victoria St (Melbourne City),-37.805935,144.956218,1,57,POINT (144.95622389870405 -37.80592179689151),3000,MELBOURNE
444,17858,9-William St/Victoria St (Melbourne City),-37.805688,144.953908,1,57,POINT (144.9539137791319 -37.805674836732166),3003,WEST MELBOURNE
445,17859,10-Chetwynd St/Victoria St (Melbourne City),-37.805517,144.952391,1,57,POINT (144.95239709941373 -37.8055038366275),3003,WEST MELBOURNE
446,17860,11-Errol St/Victoria St (Melbourne City),-37.805196,144.949446,1,57,POINT (144.94945193995983 -37.805182806424334),3003,WEST MELBOURNE
447,17861,11-Victoria St/Errol St (North Melbourne),-37.804959,144.949339,1,57,POINT (144.94934502000407 -37.80494583641557),3051,NORTH MELBOURNE
448,17862,10-Chetwynd St/Victoria St (Melbourne City),-37.805403,144.95203,1,57,POINT (144.95203601948876 -37.805389806602115),3051,NORTH MELBOURNE
449,17863,9-Howard St/Victoria St (Melbourne City),-37.805564,144.953502,1,57,POINT (144.95350805921578 -37.805550816703686),3051,NORTH MELBOURNE
450,17864,8-Peel St/Victoria St (Melbourne City),-37.80581,144.955744,1,57,POINT (144.9557497787999 -37.80579687685834),3051,WEST MELBOURNE
451,17866,9-Pelham St/Elizabeth St (Melbourne City),-37.801947,144.957464,1,"59,19",POINT (144.9574698589206 -37.80193380695191),3000,MELBOURNE
452,17867,10-Royal Melbourne Hospital/Royal Pde (Melbourne City),-37.799901,144.957441,1,19,POINT (144.95744681914667 -37.799887836937636),3000,MELBOURNE
453,17868,10-Royal Melbourne Hospital/Royal Pde (Parkville),-37.79958,144.957665,1,19,POINT (144.95767109914257 -37.799566806950985),3010,PARKVILLE
454,17869,9-Pelham St/Elizabeth St (Melbourne City),-37.802148,144.957663,1,"59,19",POINT (144.95766893886423 -37.80213486696677),3000,MELBOURNE
455,17871,7-Queen Victoria Market/Elizabeth St (Melbourne City),-37.80689,144.959849,1,"57,59,19",POINT (144.9598548579701 -37.80687687714552),3000,MELBOURNE
456,17873,5-Melbourne Central Station/Elizabeth St (Melbourne City),-37.811105,144.961778,1,"57,59,19",POINT (144.9617840971775 -37.81109184730351),3000,MELBOURNE
457,17875,3-Bourke Street Mall/Elizabeth St (Melbourne City),-37.814039,144.963128,1,"57,59,19",POINT (144.96313409662451 -37.814025847413966),3000,MELBOURNE
458,17876,2-Collins St/Elizabeth St (Melbourne City),-37.815929,144.963996,1,"57,59,19",POINT (144.9640020562685 -37.81591584748501),3000,MELBOURNE
459,17877,1-Flinders Street Railway Station/Elizabeth St (Melbourne City),-37.817899,144.96484,1,"57,59,19",POINT (144.96484589590798 -37.81788585755489),3000,MELBOURNE
460,17878,11-Melbourne Museum/Nicholson St (Fitzroy),-37.805758,144.973601,1,"96,86",POINT (144.97360685570584 -37.80574485807866),3065,FITZROY
461,17880,10-Albert St/Nicholson St (Fitzroy),-37.809676,144.972949,1,"86,96,35",POINT (144.97295489539334 -37.80966282805838),3002,EAST MELBOURNE
462,17882,9-Spring St/Bourke St (Melbourne City),-37.811544,144.972579,1,"96,86",POINT (144.9725848152546 -37.811530868044635),3000,MELBOURNE
463,17885,3-William St/Bourke St (Melbourne City),-37.815706,144.957914,1,"96,86",POINT (144.95791985734894 -37.815692827067956),3000,MELBOURNE
464,17886,4-Queen St/Bourke St (Melbourne City),-37.815122,144.960054,1,"96,86",POINT (144.96006005704066 -37.815108817210586),3000,MELBOURNE
465,17887,5-Elizabeth St/Bourke St (Melbourne City),-37.814031,144.963685,1,"96,86",POINT (144.96369101652868 -37.81401783745198),3000,MELBOURNE
466,17888,6-Swanston St/Bourke St (Melbourne City),-37.813266,144.966376,1,"96,86",POINT (144.9663820161445 -37.8132528376312),3000,MELBOURNE
467,17889,7-Russell St/Bourke St (Melbourne City),-37.812468,144.969169,1,"96,86",POINT (144.96917489574625 -37.81245480781718),3000,MELBOURNE
468,1789,50-Anderson St/Wattletree Rd (Malvern East),-37.864385,145.043712,1,5,POINT (145.04371791713717 -37.864371853247256),3145,MALVERN EAST
469,17891,9-Spring St/Bourke St (Melbourne City),-37.811523,144.97241,1,"96,86",POINT (144.97241597528622 -37.81150980803296),3000,MELBOURNE
470,17892,10-Albert St/Nicholson St (East Melbourne),-37.809423,144.972899,1,"86,96,35",POINT (144.97290485542953 -37.80940983805337),3002,EAST MELBOURNE
471,17894,11-Melbourne Museum/Nicholson St (Fitzroy),-37.805676,144.973546,1,"96,86",POINT (144.97355177572436 -37.805662868074386),3053,CARLTON
472,17895,12-St Vincents Plaza/Victoria Pde (East Melbourne),-37.80828,144.976133,1,"11,12,30,109",POINT (144.97613909499225 -37.80826683826751),3002,EAST MELBOURNE
473,17896,11-Albert St/Gisborne St (East Melbourne),-37.80939,144.975728,1,"11,12,109",POINT (144.97573409494194 -37.80937680824668),3002,EAST MELBOURNE
474,17897,10-Parliament Railway Station/Macarthur St (East Melbourne),-37.812379,144.974488,1,"11,12,109",POINT (144.97449389483245 -37.81236579818038),3002,EAST MELBOURNE
475,17898,8-Spring St/Collins St (Melbourne City),-37.813557,144.973285,1,"11,12,48,109",POINT (144.97329077491332 -37.8135438081054),3000,MELBOURNE
476,17901,6-Melbourne Town Hall/Collins St (Melbourne City),-37.815674,144.965957,1,"11,12,48,109",POINT (144.9659629759557 -37.815660877617475),3000,MELBOURNE
477,17902,5-Elizabeth St/Collins St (Melbourne City),-37.816423,144.963404,1,"11,12,48,109",POINT (144.96340985631767 -37.8164098574476),3000,MELBOURNE
478,17903,3-William St/Collins St (Melbourne City),-37.817607,144.959429,1,"11,12,48,109",POINT (144.9594350968794 -37.81759380718328),3000,MELBOURNE
479,17905,1-Spencer St/Collins St (Melbourne City),-37.818847,144.955055,1,"11,12,48,109",POINT (144.9550610975044 -37.8188338268921),3000,MELBOURNE
480,17906,1-Spencer St/Collins St (Melbourne City),-37.818741,144.955183,1,"11,12,48,109",POINT (144.9551888974937 -37.81872780690018),3000,MELBOURNE
481,17908,3-William St/Collins St (Melbourne City),-37.817372,144.959913,1,"11,12,48,109",POINT (144.95991893682088 -37.81735881721488),3000,MELBOURNE
482,17910,5-Elizabeth St/Collins St (Melbourne City),-37.816206,144.963864,1,"11,12,48,109",POINT (144.96386993626137 -37.816192867477696),3000,MELBOURNE
483,17911,6-Melbourne Town Hall/Collins St (Melbourne City),-37.815518,144.96628,1,"11,12,48,109",POINT (144.9662858959166 -37.81550481763858),3000,MELBOURNE
484,17914,8-Spring St/Collins St (Melbourne City),-37.813416,144.973482,1,"11,12,48,109",POINT (144.9734880548944 -37.81340286811802),3000,MELBOURNE
485,17915,10-Parliament Railway Station/Macarthur St (East Melbourne),-37.81217,144.974368,1,"11,12,109",POINT (144.974374014876 -37.81215681817089),3002,EAST MELBOURNE
486,17917,46-Rosamond Rd/Raleigh Rd (Maribyrnong),-37.768887,144.886729,1,"82,57",POINT (144.88673491477138 -37.76887383192398),3032,MARIBYRNONG
487,17918,48-Raleigh Rd/Wests Rd (Maribyrnong),-37.769637,144.882813,1,82,POINT (144.88281883536953 -37.769623801662355),3032,MARIBYRNONG
488,17919,49-Highpoint Shopping Centre/Wests Rd (Maribyrnong),-37.773104,144.882181,1,82,POINT (144.88218703510486 -37.773090871640875),3032,MARIBYRNONG
489,17920,50-Wests Rd/Williamson Rd (Maribyrnong),-37.775212,144.882143,1,82,POINT (144.8821488748839 -37.775198851651346),3012,MAIDSTONE
490,17921,51-Williamson Rd/Rosamond Rd (Maidstone),-37.77604,144.885571,1,82,POINT (144.8855767941999 -37.77602685188967),3032,MARIBYRNONG
491,17922,52-Rosamond Rd/River St (Maribyrnong),-37.779332,144.88575,1,82,POINT (144.8857560738133 -37.77931887192228),3032,MARIBYRNONG
492,17923,53-Maribyrnong College/River St (Maribyrnong),-37.779594,144.887786,1,82,POINT (144.8877918734318 -37.77958086206242),3032,MARIBYRNONG
493,17924,54-Gordon St/River St (Maribyrnong),-37.780002,144.890931,1,82,POINT (144.89093683284213 -37.77998883227895),3032,MARIBYRNONG
494,17925,55-Lyric St/Gordon St (Maribyrnong),-37.782241,144.891151,1,82,POINT (144.89115679256207 -37.7822278523078),3032,MARIBYRNONG
495,17926,56-Edgewater Square/Gordon St (Maribyrnong),-37.784898,144.890599,1,82,POINT (144.89060491237078 -37.78488483228672),3032,MARIBYRNONG
496,17927,57-Titch St/Gordon St (Footscray),-37.788644,144.889924,1,82,POINT (144.88992991208315 -37.78863081226401),3011,FOOTSCRAY
497,17928,58-Ballarat Rd/Gordon St (Footscray),-37.790476,144.889554,1,82,POINT (144.88955983194944 -37.79046285225019),3011,FOOTSCRAY
498,17929,59-Droop St/Ballarat Rd (Footscray),-37.792584,144.893571,1,82,POINT (144.89357707102437 -37.79257083253664),3011,FOOTSCRAY
499,17930,60-Tiernan St/Droop St (Footscray),-37.79489,144.895516,1,82,POINT (144.8955217904376 -37.79487681268332),3011,FOOTSCRAY
500,17931,61-Geelong Rd/Droop St (Footscray),-37.796793,144.897131,1,82,POINT (144.89713710995142 -37.79677986280508),3011,FOOTSCRAY
501,17932,62-Nicholson St/Hopkins St (Footscray),-37.799841,144.899736,1,82,POINT (144.89974206916963 -37.79982780300134),3011,FOOTSCRAY
502,17933,63-Footscray Market/Leeds St (Footscray),-37.800081,144.901058,1,82,POINT (144.9010639889142 -37.800067833092825),3011,FOOTSCRAY
503,17934,64-Footscray Station/Leeds St (Footscray),-37.801367,144.90092,1,82,POINT (144.90092610879904 -37.80135384309142),3011,FOOTSCRAY
504,17935,40-Epsom Rd/Maribyrnong Rd (Moonee Ponds),-37.770432,144.905121,1,"82,57",POINT (144.90512695141499 -37.77041886318569),3039,MOONEE PONDS
505,17936,39-Bowen St/Maribyrnong Rd (Moonee Ponds),-37.770862,144.909003,1,"82,57",POINT (144.9090088306953 -37.77084879345278),3039,MOONEE PONDS
506,17937,38-Hotham St/Maribyrnong Rd (Moonee Ponds),-37.771236,144.91233,1,"82,57",POINT (144.9123359500779 -37.77122283368178),3039,MOONEE PONDS
507,17938,37-Union Rd/Maribyrnong Rd (Moonee Ponds),-37.771644,144.915997,1,"82,57",POINT (144.9160029093979 -37.771630803934215),3039,MOONEE PONDS
508,17939,36-86 Maribyrnong Rd (Moonee Ponds),-37.771891,144.918295,1,82,POINT (144.91830078897266 -37.77187785409237),3039,MOONEE PONDS
509,17940,35-Moore St/Maribyrnong Rd (Moonee Ponds),-37.772212,144.921135,1,82,POINT (144.9211408284455 -37.77219879428796),3039,MOONEE PONDS
510,17941,34-Ascot Vale Rd/Maribyrnong Rd (Moonee Ponds),-37.772474,144.923705,1,82,POINT (144.92371086797144 -37.772460874464834),3039,MOONEE PONDS
511,17942,33-Chaucer St/Ascot Vale Rd (Moonee Ponds),-37.770051,144.924284,1,82,POINT (144.92429010813328 -37.77003780448929),3039,MOONEE PONDS
512,17944,49-Central Park Ave/Cordite Ave (Maribyrnong),-37.768856,144.877977,1,57,POINT (144.8779829562925 -37.768842871328616),3032,MARIBYRNONG
513,17945,36-St Leonards Rd/Union Rd (Ascot Vale),-37.773571,144.915943,1,57,POINT (144.91594890919885 -37.7735577939425),3032,ASCOT VALE
514,17946,35-Bloomfield Rd/Union Rd (Ascot Vale),-37.775889,144.91556,1,57,POINT (144.91556586901447 -37.775875833930655),3032,ASCOT VALE
515,17947,34-Burrowes St/Union Rd (Ascot Vale),-37.778533,144.915225,1,57,POINT (144.91523106878654 -37.778519853924344),3032,ASCOT VALE
516,17948,33-Melbourne Showgrounds/Union Rd (Ascot Vale),-37.780355,144.914787,1,57,POINT (144.9147929486654 -37.78034181390579),3032,ASCOT VALE
517,17949,32-Sandown Rd/Epsom Rd (Ascot Vale),-37.782587,144.916712,1,57,POINT (144.91671786809002 -37.78257381405082),3032,ASCOT VALE
518,17950,31-Racing Victoria/161 Epsom Rd (Ascot Vale),-37.784018,144.918125,1,57,POINT (144.91813086769002 -37.78400481415601),3031,FLEMINGTON
519,17951,30-Flemington Racecourse/Epsom Rd (Ascot Vale),-37.786043,144.919987,1,57,POINT (144.91999278714783 -37.786029814295496),3031,FLEMINGTON
520,17952,29-Flemington Racecourse/Racecourse Rd (Flemington),-37.787349,144.922006,1,57,POINT (144.92201202665612 -37.787335804441256),3031,FLEMINGTON
521,17953,28-Smithfield Rd/Racecourse Rd (Flemington),-37.787626,144.92495,1,57,POINT (144.92495610611533 -37.787612824643716),3031,FLEMINGTON
522,17954,26-Newmarket Plaza/Racecourse Rd (Flemington),-37.787971,144.928154,1,57,POINT (144.92816010552204 -37.78795779486438),3031,FLEMINGTON
523,17955,25-Wellington St/Racecourse Rd (Flemington),-37.788241,144.931235,1,57,POINT (144.93124098495827 -37.7882277950762),3031,FLEMINGTON
524,17956,24-Victoria St/Racecourse Rd (Flemington),-37.788443,144.93349,1,57,POINT (144.93349602454512 -37.78842984523131),3031,FLEMINGTON
525,17957,23-Stubbs St/Racecourse Rd (Flemington),-37.788768,144.936581,1,57,POINT (144.93658698397363 -37.78875483544423),3031,FLEMINGTON
526,17958,22-Boundary Rd/Racecourse Rd (North Melbourne),-37.789131,144.939852,1,57,POINT (144.93985794336677 -37.78911780566972),3051,NORTH MELBOURNE
527,17959,20-Melrose St/Flemington Rd (North Melbourne),-37.790394,144.943485,1,"59,57",POINT (144.9434910625995 -37.79038086592554),3052,PARKVILLE
528,17961,19-Abbotsford St Interchange/Abbotsford St (North Melbourne),-37.794106,144.947096,1,57,POINT (144.94710186157053 -37.794092826195104),3051,NORTH MELBOURNE
529,18006,11-Albert St/Gisborne St (East Melbourne),-37.809695,144.975606,1,"11,12,109",POINT (144.97561205493 -37.80968181824023),3002,EAST MELBOURNE
530,18009,10-Nicholson St/Victoria Pde (East Melbourne),-37.808019,144.973562,1,30,POINT (144.97356797546692 -37.80800583809001),3002,EAST MELBOURNE
531,18010,9-La Trobe St/Victoria St (Melbourne City),-37.807614,144.970972,1,"35,30",POINT (144.97097777596056 -37.807600837910364),3000,MELBOURNE
532,18011,8-Exhibition St/La Trobe St (Melbourne City),-37.808103,144.969027,1,"35,30",POINT (144.96903305624505 -37.80808980778043),3000,MELBOURNE
533,18030,6-Swanston St/La Trobe St (Melbourne City),-37.80955,144.964081,1,"35,30",POINT (144.96408701694654 -37.80953682745127),3000,MELBOURNE
534,18031,5-Elizabeth St/La Trobe St (Melbourne City),-37.810291,144.961596,1,"35,30",POINT (144.96160193729753 -37.81027779728601),3000,MELBOURNE
535,18032,4-Queen St/La Trobe St (Melbourne City),-37.811005,144.959122,1,"35,30",POINT (144.9591280176495 -37.810991857121365),3000,MELBOURNE
536,18033,3-William St/La Trobe St (Melbourne City),-37.811711,144.956718,1,"35,30",POINT (144.9567239379903 -37.811697816961484),3000,MELBOURNE
537,18035,1-Spencer St/La Trobe St (Melbourne City),-37.813112,144.95176,1,"35,30",POINT (144.95176601869912 -37.813098846631476),3000,MELBOURNE
538,18037,D10-New Quay Prom/Docklands Dr (Docklands),-37.813781,144.940508,1,"70,86,35",POINT (144.9405138605805 -37.8137678158673),3008,DOCKLANDS
539,18038,D11-Waterfront City/Docklands Dr (Docklands),-37.814345,144.938754,1,"70,86,35",POINT (144.93875994082396 -37.814331845751084),3008,DOCKLANDS
540,18039,D10-NewQuay Prom/Docklands Dr (Docklands),-37.813312,144.941509,1,"70,86,35",POINT (144.94151502045753 -37.81329882593274),3008,DOCKLANDS
541,18040,D1-Stadium Precinct/La Trobe St (Docklands),-37.814578,144.946404,1,"35,86,30",POINT (144.94640993947016 -37.81456485627478),3008,DOCKLANDS
542,18041,119-Spencer St/La Trobe St (Melbourne City),-37.813211,144.951201,1,"35,86,30",POINT (144.95120693878548 -37.813197846593894),3003,WEST MELBOURNE
543,18042,2-King St/La Trobe St (Melbourne City),-37.81248,144.953732,1,"35,30",POINT (144.95373809842525 -37.812466866762264),3003,WEST MELBOURNE
544,18043,3-William St/La Trobe St (Melbourne City),-37.811791,144.956136,1,"35,30",POINT (144.9561418180827 -37.81177782692221),3003,WEST MELBOURNE
545,18044,4-Queen St/La Trobe St (Melbourne City),-37.811061,144.958712,1,"35,30",POINT (144.95871797771463 -37.8110478370937),3000,MELBOURNE
546,18045,5-Elizabeth St/La Trobe St (Melbourne City),-37.810355,144.961117,1,"35,30",POINT (144.96112277737376 -37.81034187725366),3000,MELBOURNE
547,18046,6-Swanston St/La Trobe St (Melbourne City),-37.809647,144.963465,1,"35,30",POINT (144.96347105704294 -37.80963384740978),3000,MELBOURNE
548,18047,7-Russell St/La Trobe St (Melbourne City),-37.808909,144.966098,1,"35,30",POINT (144.96610409666596 -37.80889584758518),3000,MELBOURNE
549,18048,8-Exhibition St/La Trobe St (Melbourne City),-37.808185,144.968537,1,"35,30",POINT (144.9685430963212 -37.808171797747434),3000,MELBOURNE
550,18049,9-Victoria St/La Trobe St (Melbourne City),-37.807656,144.970266,1,"35,30",POINT (144.97027181607857 -37.80764286786236),3000,MELBOURNE
551,18050,10-Nicholson St/Victoria Pde (Carlton),-37.807836,144.97284,1,"35,30",POINT (144.9728458156122 -37.807822868039494),3053,CARLTON
552,18051,12-St Vincents Plaza/Victoria Pde (Fitzroy),-37.808231,144.976452,1,"11,12,30,109",POINT (144.97645805494224 -37.80821787828902),3065,FITZROY
553,18052,D2-Central Pier/Harbour Esp (Docklands),-37.814705,144.944901,1,"35,70,75,86,30",POINT (144.94490693971736 -37.81469184617294),3008,DOCKLANDS
554,18053,D3-Stadium Precinct/Harbour Esp (Docklands),-37.817819,144.946246,1,"70,75,35",POINT (144.94625189914598 -37.817805846284074),3008,DOCKLANDS
555,18054,D4-Docklands Park/Harbour Esp (Docklands),-37.821466,144.94761,1,"70,75,35",POINT (144.94761593851328 -37.82145282639983),3008,DOCKLANDS
556,18055,D5-South Wharf/Wurundjeri Way (Docklands),-37.821835,144.951213,1,"70,75,35",POINT (144.95121881784743 -37.821821826648154),3008,DOCKLANDS
557,18056,D6-Flinders Street West/Flinders St (Docklands),-37.821471,144.953608,1,"70,75,35",POINT (144.9536138974709 -37.821457866809496),3008,DOCKLANDS
558,18057,18-Chapman St/Abbotsford St (North Melbourne),-37.79496,144.946947,1,57,POINT (144.94695282150383 -37.79494683619021),3051,NORTH MELBOURNE
559,18058,17-Molesworth St/Abbotsford St (North Melbourne),-37.796307,144.946694,1,57,POINT (144.94670010140158 -37.796293866181315),3051,NORTH MELBOURNE
560,18059,16-Haines St/Abbotsford St (North Melbourne),-37.798284,144.946344,1,57,POINT (144.946349821248 -37.79827080616964),3051,NORTH MELBOURNE
561,18060,15-Arden St/Abbotsford St (North Melbourne),-37.800997,144.945849,1,57,POINT (144.94585482103966 -37.800983856152676),3051,NORTH MELBOURNE
562,18061,14-Queensberry St/Abbotsford St (North Melbourne),-37.80239,144.945628,1,57,POINT (144.94563378092695 -37.802376876146226),3051,NORTH MELBOURNE
563,18063,23-Royal Park/Royal Park (Parkville),-37.79138,144.949397,1,58,POINT (144.94940298146685 -37.79136681633534),3052,PARKVILLE
564,18064,24-Elliott Ave/Royal Park (Parkville),-37.788016,144.949751,1,58,POINT (144.94975686177025 -37.78800279633864),3052,PARKVILLE
565,18065,25-State Netball Hockey Centre/Royal Park (Parkville),-37.784539,144.948848,1,58,POINT (144.9488539823039 -37.78452582625542),3052,PARKVILLE
566,18066,26-Melbourne Zoo/Royal Park (Parkville),-37.782617,144.949219,1,58,POINT (144.94922478244794 -37.782603876268794),3052,PARKVILLE
567,18067,27-Royal Park Station/Royal Park (Parkville),-37.780753,144.95136,1,58,POINT (144.95136606227868 -37.78073979640349),3052,PARKVILLE
568,18068,28-Park St/Royal Park (Parkville),-37.777241,144.949969,1,58,POINT (144.94997502290062 -37.7772278162867),3052,PARKVILLE
569,18069,29-Brunswick Rd/Grantham St (Brunswick West),-37.775538,144.948915,1,58,POINT (144.94892094326804 -37.775524836204134),3055,BRUNSWICK WEST
570,18071,30-Union Square Shopping Centre/Grantham St (Brunswick West),-37.772367,144.949525,1,58,POINT (144.949530783506 -37.772353866226105),3055,BRUNSWICK WEST
571,18072,31-Grantham St/Dawson St (Brunswick West),-37.770051,144.949532,1,58,POINT (144.94953798375576 -37.77003780621223),3056,BRUNSWICK
572,18073,32-Foden St/Dawson St (Brunswick),-37.769789,144.947382,1,58,POINT (144.94738806415688 -37.769775816063785),3055,BRUNSWICK WEST
573,18074,33-South Daly St/Dawson St (Brunswick West),-37.769399,144.944169,1,58,POINT (144.9441750647562 -37.769385845842),3055,BRUNSWICK WEST
574,18075,34-Smith St/Melville Rd (Brunswick),-37.767311,144.943319,1,58,POINT (144.9433251051297 -37.767297845771026),3055,BRUNSWICK WEST
575,18076,35-Victoria St/Melville Rd (Brunswick West),-37.764708,144.94389,1,58,POINT (144.9438960653127 -37.76469486579384),3055,BRUNSWICK WEST
576,18077,36-Hope St/Melville Rd (Brunswick West),-37.76204,144.944384,1,58,POINT (144.94438998551612 -37.762026815811005),3055,BRUNSWICK WEST
577,18078,37-Albion St/Melville Rd (Brunswick West),-37.758563,144.944991,1,58,POINT (144.94499694578755 -37.75854984583086),3055,BRUNSWICK WEST
578,18079,38-Jacobs Reserve/Melville Rd (Brunswick West),-37.756623,144.945385,1,58,POINT (144.94539078592945 -37.756609805845706),3055,BRUNSWICK WEST
579,18080,39-Mattingley Cres/Melville Rd (Brunswick West),-37.7548,144.945708,1,58,POINT (144.94571406607088 -37.75478685585646),3055,BRUNSWICK WEST
580,18081,40-Moreland Rd/Melville Rd (Brunswick West),-37.753163,144.945901,1,58,POINT (144.94590702621477 -37.75314984585948),3044,PASCOE VALE SOUTH
581,18082,41-Woodlands Ave/Melville Rd (Pascoe Vale South),-37.749317,144.946552,1,58,POINT (144.9465579065185 -37.74930387588004),3044,PASCOE VALE SOUTH
582,18083,42-Reynard St/Melville Rd (Pascoe Vale South),-37.746399,144.944556,1,58,POINT (144.9445620671802 -37.74638580572565),3044,PASCOE VALE SOUTH
583,18084,43-Princes Tce/Melville Rd (Pascoe Vale South),-37.743928,144.944999,1,58,POINT (144.94500486737107 -37.74391485574054),3044,PASCOE VALE SOUTH
584,18085,44-Brearley Pde/Melville Rd (Pascoe Vale South),-37.741592,144.945404,1,58,POINT (144.94540986755385 -37.7415788157537),3044,PASCOE VALE SOUTH
585,18086,45-Bell St/Melville Rd (Pascoe Vale South),-37.740117,144.945592,1,58,POINT (144.94559778768098 -37.74010380575735),3044,PASCOE VALE SOUTH
586,18087,3-Market St/Flinders St (Melbourne City),-37.819063,144.961797,1,"70,75,35",POINT (144.96180281631007 -37.81904982735411),3000,MELBOURNE
587,18089,4-Elizabeth St/Flinders St (Melbourne City),-37.818238,144.964626,1,"70,75,35",POINT (144.9646320559083 -37.818224797542385),3000,MELBOURNE
588,18090,5-Swanston St/Flinders St (Melbourne City),-37.81756,144.967132,1,"70,75,35",POINT (144.96713801554677 -37.81754682770938),3000,MELBOURNE
589,18091,6-Russell St/Flinders St (Melbourne City),-37.816564,144.9705,1,"70,75,35",POINT (144.9705058150702 -37.816550797933594),3000,MELBOURNE
590,18092,8-Spring St/Flinders St (Melbourne City),-37.815319,144.974612,1,"75,35",POINT (144.97461809449135 -37.815305828207116),3000,MELBOURNE
591,18093,9-Lansdowne St/Wellington Pde (East Melbourne),-37.815453,144.977164,1,"75,48",POINT (144.97716977403374 -37.81543983838248),3002,EAST MELBOURNE
592,18094,10-Jolimont Rd/Wellington Pde (East Melbourne),-37.81575,144.979791,1,"75,48",POINT (144.97979705354524 -37.815736838564064),3002,EAST MELBOURNE
